station,lat,lon,date,groundtruth_no2,tropospheric_no2,population_density,night_light,u10,v10,wind_speed,temperature_2m_C,surface_pressure_hPa,BLH,total_cloud_cover
DTU,28.7500499,77.1112615,2024-11-11,47.61083333333334,0.000229445834502,14392.320251464844,27.200000762939453,-1.0566769043604534,-0.0442999203999837,1.057605107379988,24.569868342081747,989.4252311197918,403.3995854401392,0.1413562356317338
DTU,28.7500499,77.1112615,2024-11-12,41.919583333333335,6.363328991935188e-05,14392.320251464844,27.200000762939453,0.8542486031850179,-0.5467742284138998,1.014249837515969,24.195824559529623,988.7620556640624,471.6061946143789,0.0845019824433425
DTU,28.7500499,77.1112615,2024-11-13,30.100000000000005,7.768284618970134e-05,14392.320251464844,27.200000762939453,1.0293439229329426,-0.6841875712076823,1.2359860615209408,22.2986834208171,988.7037369791668,326.77988389700903,0.0498549674275862
DTU,28.7500499,77.1112615,2024-11-14,43.32041666666668,8.558130681488764e-05,14392.320251464844,27.200000762939453,0.1873257954915364,-0.6878344217936198,0.712886488482353,22.166827138264978,990.5837565104168,354.25077189295746,0.1384849771857261
DTU,28.7500499,77.1112615,2024-11-15,47.74791666666668,6.3061268045495e-05,14392.320251464844,27.200000762939453,1.3840406735738118,-1.1832682291666667,1.8209042501630528,21.94698804219564,989.3790966796874,405.8397337858342,0.2022401842573457
DTU,28.7500499,77.1112615,2024-11-16,47.62291666666667,5.350059173743293e-05,14392.320251464844,27.200000762939453,1.3121501207351685,-1.5612716674804688,2.039437951746157,21.79959386189779,988.6848860677082,339.55226425297,0.0255739252075306
DTU,28.7500499,77.1112615,2024-11-17,48.85583333333333,-4921.883780988889,14392.320251464844,27.200000762939453,1.846951246261597,-1.838510791460673,2.6060220329814205,20.75480422973635,989.6257877604168,392.2925896762816,0.0763493967357992
DTU,28.7500499,77.1112615,2024-11-18,45.45916666666667,-9999.0,14392.320251464844,27.200000762939453,1.9127034346262608,-1.2699858744939168,2.2959308679150543,19.511684036254906,991.1875651041668,421.6715855874306,0.0908602136533615
DTU,28.7500499,77.1112615,2024-11-19,33.10583333333333,-9999.0,14392.320251464844,27.200000762939453,1.7865777810414631,-1.1178643306096394,2.107482106533855,18.78732643127444,991.7640543619792,381.3992209946814,0.0029557808707631
DTU,28.7500499,77.1112615,2024-11-20,37.88875,9.077476523541432e-05,14392.320251464844,27.200000762939453,1.3186152776082356,-0.7925171057383219,1.5384503934900504,18.682465489705407,990.783037109375,329.017046463391,0.0
DTU,28.7500499,77.1112615,2024-11-21,42.33375,0.0001027824997776,14392.320251464844,27.200000762939453,1.3550454378128052,-0.6982390085856119,1.5243640810672217,18.521747207641624,990.4530924479168,285.9696314788061,2.6702880859375e-05
DTU,28.7500499,77.1112615,2024-11-22,45.657916666666665,6.760110668520835e-05,14392.320251464844,27.200000762939453,0.5845228830973307,-0.0709298451741536,0.5888107028586056,19.59261029561361,990.1337125651042,297.2574196807609,0.0100921288023588
